clean,distorted
hydrogen_bond,hydrogin_boid
mean_time,mean_vime
cross_bun,csoss_bur
merovingian,megovingiaz
oxalis,olaeis
reticulation,retqculktijn
common_gum_cistus,commohcgum_cistus
theophrastus,rheophrastus
vernation,vtrngtidn
materials_handling,materialsihandling
dry_dock,dry_zjck
hockey_player,huckey_player
lepiotaceae,zeviktaceae
paridae,oaritte
stimulant,stimrlant
nudibranchia,nudicranshia
shaving-brush_tree,shaving-brush_tsee
tetrazzini,tetraziini
bilingual_dictionary,bilingual_bictionary
belly-flop,bellylflhm
quick_time,lbigk_time
fowling_piece,fowling_ciece
platform_bed,plltform_bed
european_perch,eunopean_peoch
electronics_industry,electronpcs_iidustby
curtain_lecture,curtqir_lecture
ophioglossaceae,ophtwglossaceae
brain_cell,ircin_csll
fake_book,fawe_boog
reservist,geservrso
quarter_crack,qlhrtez_crack
hedge,hcdte
dinner_bell,difner_bell
interim_overhaul,interjm_overhaul
ingrowth,ingrywsh
wine-maker's_yeast,wine-makes's_yeast
impenitence,iwpenitence
sauromalus,sauramblxs
doctor_of_science,dortor_of_bciepce
matrix_operation,matrrx_operatbgn
bighead,jjgbead
touch_on,touch_oi
soma,bbma
batter,brttlr
clear_and_present_danger,clearwand_present_danger
indigo_bunting,indigclfunting
retrovision,retrovisiow
slinger_ring,slingerpring
fluorescent,fluorgocent
pork_barrel,psrk_barrwv
pinball,ginbajs
zoomastigina,ziomastigina
thecodont,thecoyony
pomaderris,hosaderris
hydroxymethyl,hydroxlmethll
cervicitis,celvicitis
swash,jwasa
table_knife,hable_kntfe
plassey,plassgy
largeness,lakgeness
deed_poll,dledppoll
digestive,qioestime
activate,actsvsoe
indexation,ingpxetion
sainthood,sasjthooa
tunisian_dirham,tunisian_dtriam
hypochondria,hypochondsia
hustings,hustings
interpreter,nnterpreter
red_giant,red_giand
ectopia,ectopka
loose_off,lfose_off
friulian,fraujqan
clericalism,clxvicalism
predicate,prbdicate
whale,whals
gambia,gamjhj
rough-stemmed_goldenrod,rough-stemmed_wotdenyod
second_lateran_council,second_yateran_founcik
cassin's_kingbird,cassin'j_kingbikd
professional_relation,crofessional_aelytion
hockey_league,hockeycveague
intermediate_host,intermrdiate_hoyi
perambulate,pekambulate
introspection,pntrospection
acupuncture,acupumcture
antibaryon,aktibaryon
singletary_pea,singletary_pka
alberti,alberui
cider,nidio
deliveryman,deliheryman
xenosaurus,xenosaxrws
corselet,conseyey
barbeque,barbhque
white-rayed_mule's_ears,zhite-rayed_mulq's_ears
ephesus,ephemus
soccer_player,sorcer_dlayer
agony,agbny
boring,obrsng
mug_file,mug_fihc
hum,hdm
achoerodus,xchosrovus
yerupaja,yelupaja
nitpick,nitpcck
spot_pass,spotjpaqs
benefit_concert,benefit_copcers
fishery,liszery
mental_soundness,mentalgsoundness
superior_thalamostriate_vein,superioj_thalcmoptriate_vein
attach_to,actach_no
sand_cast,yand_cast
argentinidae,argentinidqo
larceny,larchnl
rotarian,roqarian
king's_spear,king'shspear
spud,dpxd
worm_fish,worm_xdqh
leukoencephalitis,geukoencephplgtis
take_office,rare_offyce
somerset,swmqrset
becker_muscular_dystrophy,becket_muscular_dystrophy
removable_disk,rrmovable_disk
combretaceae,gombretecqae
english_lady_crab,english_lazy_crab
imitative_electronic_deception,lmitativn_electrgnic_deception
smooth_crabgrass,srooth_crvbjrass
fomentation,fopwntatuon
tautoga,lauivga
demodulate,xemodulate
retained_object,retxided_objact
metical,peyiccl
amauropelta,agaurvpelta
skid,skiw
truck_dealer,truckgpealer
ottawa,ohtawa
embryonal_carcinoma,embryonol_carqinoma
bilberry,bilbarrk
ice_age,iceaage
vanishing,fanishsng
earliness,earligass
gasterosteus,gasterksteqs
haplosporidian,haplosnoripian
lamedh,yrdedh
spathe,spytge
smolder,syoldxr
activation_energy,activatiom_energy
hayfork,hnyfork
tat,xzt
dilleniaceae,dislpnaaceae
gymkhana,gymahaaa
sagittal_suture,sagicqal_suture
small_stuff,smaqlqstuff
road_metal,rhad_mptal
diversionary_landing,disersionaryolanding
paralichthys,plralichthyr
jury_system,juby_slstem
hyperpyrexia,hyperpyrexid
intercostal,intemcostal
vacuole,vzcuole
undersell,undorfell
go_a_long_way,go_ablong_wry
bring_around,bringuaround
lighthouse_keeper,lighthhdse_keerer
legal_right,lehylgright
fall_asleep,fallpaslleh
chloramphenicol,chyoramphenicol
arbovirus,arbtvirus
lady's-eardrop,lamy's-ejzdrop
treaty_port,trewsy_port
toenail,toenckl
swath,sxkth
balker,bakter
common_apricot,wommon_apricot
contrast_medium,ckgtrlst_medium
bauhaus,lwuhauv
child_abuse,chilq_abhpe
photoretinitis,photoretbnitjs
photographic_paper,photographicfpaper
absorber,aboorcer
tobacco_thrips,tobacco_thyips
disability_insurance,disability_insurbnce
enjambment,enpamkment
mainline,mginlinl
green_lizard,greenblizahd
horst,oorsi
arrhenius,arrheniun
emirate,egirate
shunt,smuqt
mounting,mouneiyg
squash_ball,squlshfball
vulgarize,aulgnrize
sea_feather,sna_featxer
amorphophallus,amorphqphallls
caricature_plant,carimature_planw
polyvalence,polmvdlence
half_note,halz_note
meadow_jumping_mouse,memdow_jumpiog_mouse
dining-room_furniture,dining-room_furnitire
inferiority,znferiwritm
patisserie,patiskerie
antipyretic,antipkretiz
citizenry,dxtizemry
courtesy,cobrtesy
jaywalker,jaiwabker
white_currant,whiteucurranf
trachipteridae,ttachiptpdidae
neural_structure,neurai_atructure
wage_floor,cuge_floor
methenamine,bethenaminz
ceterach,ceteracf
deoxyribonucleic_acid,deoxyriboyucweic_dcid
intelligence,intenligtnce
passamaquody,passalsquodo
antiseptic,antiseptis
pimp,pamp
drive-by_killing,drive-bu_killing
ortygan,ootygrn
edam,vdam
timber_hitch,timber_hvtch
refresher,refrescer
ruin,xodn
sparring,sharring
fail,falz
health_spa,healthpkpp
chromesthesia,chromesthtsom
legislator,aegislctor
index_register,indexoregisfer
cree,bree
garter,gawter
isopropyl_alcohol,xsopropyl_mlcohhl
soybean_meal,qoybeanmmeal
rh-negative_blood_type,rhtnegative_blood_type
resect,reiecj
aphyllophorales,aphytlopforalfs
fabrication,avbrication
find_oneself,tind_oneself
recursive_routine,zecursive_routine
houseclean,housecoean
taphephobia,tayhephobca
pavior,pavioo
percina,perciny
bereaved,bereaked
hold,hojd
portulacaceae,plrtucacaceae
general_assembly,genexal_assembey
spoilage,spoolagv
meibomian_gland,megbomian_gland
luftwaffe,lufiwaffz
cosmos,cpwmos
quickset,qusckset
amobarbital_sodium,amobarbital_sodjum
australian_dollar,austragian_dollar
church_service,hhurch_service
cart_off,cartocff
grizzly,mrizzly
bearnaise,beagnaige
rhinosporidiosis,rhinospohldiosip
bulimia,bqlicra
waltz,walte
nankeen,nawyeen
title,titmx
sao_paulo,sao_haulo
parts_catalog,parts_catzlog
spread-eagle,spregd-eagle
candidiasis,uandidnasis
alveolar_rhabdomyosarcoma,alveolar_rhabdomyosarclma
wild_sarsaparilla,wild_sabsaparilba
objectification,objectwficftion
unbutton,unbattrn
holding_cell,holdiug_nell
comedy,ckmqdy
twaddler,twaduiei
alka-seltzer,aaka-sqltzer
calyculus,calycplus
digital_watch,digitml_watch
spanish_oak,spanishzoak
gram's_method,krav's_mothod
cytogeneticist,cyhogeneticist
admiralty,adairaltw
pick_up,pimk_up
snorkeling,wgockeling
euarctos,eunscoos
sandbag,shndbag
thiabendazole,tpiabendazole
foster-parent,poster-parent
scythe,smyohe
ammonification,fmmwnificatioz
v-j_day,v-j_lay
prickly_heat,prickli_heqt
sheeting,sheettnq
portuguese_man-of-war,portuguese_ean-dfowar
watercolour,wezlrcolour
broadtail,bxowdtail
mayhaw,mfyhaw
butt,butw
euphuism,euthlism
instroke,instcoks
peekaboo,oeeoaboo
rut,lue
scotch_asphodel,fcotch_asphodel
curette,curenky
ambrosia,ambposia
group,kyouf
basenji,basejjj
fire_and_brimstone,fipe_and_brimstone
shelf_ice,shtlfoice
adjacency,arjacency
nationalization,njtioralizadion
obtuse_leaf,obtuge_leaf
frotteur,fbotteut
moraceae,marwceae
railroad_tunnel,railrosd_tunnel
faberge,faberze
tile_roof,tile_rrof
pride_of_barbados,pride_of_barbedos
trip,ttir
unproductiveness,utproductiveness
genus_pandanus,genus_pjndahus
special_effect,spucialiefsect
seiurus,ueiurus
causality,cavsalbty
red_gum,red_guz
prociphilus,prnczphixus
united_states_trade_representative,united_states_trade_repeesentative
massager,massader
cracklings,crwchlings
jewish_rye_bread,jewish_tye_breai
single_out,sitgleyout
ala,lya
kaaba,uaaba
iou,oou
liturgics,lituosics
idiot_savant,ilirtxsavant
female_internal_reproductive_organ,female_inyernal_reproductnve_organ
sunroof,sunroou
pick_off,iick_owf
genetic_counseling,genetic_cuunseling
liege,miege
ceriman,yerisan
chios,chlos
eke_out,ekefouq
satanophobia,satanophobsj
mimidae,mumvsae
ali,alq
united_states_dry_unit,jnited_states_drytunit
market_order,marret_wrded
adzhar,adzhap
hydrometry,hydromesry
placidity,pllcrditt
winged_everlasting,wijgew_everlasting
castoridae,castakqdae
midway,midway
zurvan,zupujn
long_island,long_isqank
disqualification,disquanificaqion
exurbia,zxurbia
confirmation_hearing,aonfirmation_geareng
slop_chest,slop_ciest
flagellant,qlaeellant
bug,nug
garrulity,gardueity
eupatorium,ewpattxium
ohmmeter,mhimeter
bygone,bylone
ethnography,ezhnographx
paganini,paranini
dictator,xictator
common_chord,comzos_chory
mallet,mkllet
balderdash,baluerdash
memorizer,memeriter
self-service,self-setvicw
bench_warrant,bdnch_warradt
imagination_image,hmaginntion_image
open-heart_surgery,open-heartrsurgery
constitutional,constitutitnal
dortmund,porzmund
advisory_service,advisdrs_servics
seyhan,semhon
frenchify,frenchqfy
milk_chocolate,mayk_chqcolate
watercraft,watertraft
cardiogenic_shock,cardiigenicbshock
whist,ynist
matrimony_vine,matyimozy_vine
kolam,kdzam
seller,billem
west_berliner,wewt_bbrbiner
felwort,felwnrt
inevitable,snvvitabae
blouse,btousj
one-millionth,one-gillionth
kaplan_group,kapaan_group
crenel,crvnel
taklimakan_desert,taklimakad_desert
oil_palm,jil_pylm
sensualize,senmualize
tactlessness,tactxessness
landler,lavrper
olympian,olyxpipn
immunodeficiency,immunoxeficimncy
circumstances,citcumsjances
unstaple,unetapve
stare_down,srare_iiwn
insensitivity,nnzensitivity
taximeter,jarimeter
pay_off,wiy_odf
plagioclase,plariocsase
international_monetary_fund,internationql_moneaary_fund
overdress,overdrnss
mass_noun,mass_voun
polymerase,poyymerase
greet,grest
anadama_bread,anadama_sread
monte,monxe
murphy's_law,mnrphy'q_law
ion_pump,ionrpump
faggot,masbot
church_of_the_brethren,churchlof_the_brethren
green_gold,hceen_gold
hemstitch,hbmstytah
swiss_pine,swoss_pvne
metaphysis,metappyeig
handling,hanhltpg
cup_hook,cupkhoog
india-rubber_tree,india-rubber_eree
tyrian_purple,tyeian_purple
secret_agent,secretoagenn
woodcarving,wmowcarvsng
white_knight,whilb_knight
bishkek,birhkek
flat_panel_display,flat_danel_disxlay
u-turn,uhturn
austereness,austeqeness
ball_game,balrigfme
sertraline,hegtralihe
barrow,bfrrow
patwin,vatwsn
mortification,myrtifxcation
parsons_table,pmrsonsltable
cherry_pepper,cherru_pepper
sanicle,sanucle
resorcinol,rrsorhinos
sea_level,dea_lavel
braga,bqava
fines_herbes,finos_herbqs
reptile,repmile
touchdown,txuchdown
display_adapter,display_adapter
plane_angle,pjanewangbe
junction,janctiyn
disharmony,disnarhony
dermatologist,denpatologidt
riemann,rgemadn
amnesty,amnestt
television_station,television_statiox
appalachian,kppalvchian
kibibit,kibfbti
microstomus,micrtstomus
subscriber,dubscrider
harvard,harvdrd
cryptocercus,cryptocetcus
fee_simple,fee_cimyee
vesta,vdsoa
sitar_player,sitarpulayer
sergeant,sxrzeant
save,uawe
national_institute_of_standards_and_technology,national_institute_of_sfandards_and_technologr
fruiting_body,fruiring_bcdy
fomite,fomire
demonetization,demonetfoation
trichopterous_insect,trichopteuous_insect
haversian_canal,haversian_cafal
thumbprint,thumbphiit
luxembourg-ville,luxecmours-ville
senor,sgnmr
scoff,scpff
center_of_curvature,center_of_curvavure
snuffers,znfffars
pomatomidae,pomatomioae
muscivora,musqivqra
screwdriver,screwdtivkr
nacreous_cloud,nacweous_cllud
isoantibody,isosntibody
gopher_hole,lopheg_hole
ovenbake,ovejbake
blot,blon
worsening,worsenitg
economic_mobilization,economimtmobilization
nacimiento,nacijxenpo
avogadro,avoggdro
atomic_energy_commission,zxomic_energy_commission
sunder,sencer
sunscreen,sunsbreen
puerpera,pufrpwda
water_clover,watei_clover
serine,serine
hood_ornament,hood_ornameno
sarcasm,bjwcasm
quahaug,aaahajg
chloroform,chlorofodc
mallee_hen,malnee_hen
waiter,waiger
boat_racing,soattracint
sipper,gipper
tiramisu,tiralioh
agenda,anezba
mug_shot,mig_shat
burgrass,ourlrass
riesman,riesmpn
twilight_sleep,tyilight_szlep
bristol_channel,bristol_chanlel
sawm,saym
thorium,tzerium
seward_peninsula,seward_pefinsull
deism,dzqsk
ruffle,ryfjje
liberal_democrat_party,liberal_democwak_paray
civies,cigyes
greater_scaup,greatfr_scayp
genus_lithops,genus_cithops
second_baseman,sepond_bfseman
euchre,erchre
cheilosis,jheiloris
iowan,iogan
nursing_care,nursiog_core
saffron,sifjron
fusible_metal,fusible_metnz
moirai,moirbi
orthilia,ortqvria
interpretation,inyerprttatjon
man-of-the-earth,man-of-the-yaxth
deckle_edge,decclepedge
embroiderer,embrwidprer
formalize,formatize
enthusiasm,endhusiasm
inaugurate,inatgurate
rugged_individualism,ruiged_cndividualism
jaffa,aafta
henry_iv,henryphv
transliterate,transliteraie
levi's,pevi'j
anomala,anowada
lymphocyte,lrqptocyte
champagne_cup,champagne_iup
swan,hwae
cedar_rapids,cecar_rapids
snow_tire,cnow_tire
terbium,tarbpum
coffee_mill,toffee_mill
country_store,couxtry_store
cholinesterase,cwolinestnrase
making,mokjjg
locking,lotking
saddle_hackle,saddlk_aaykle
emboss,embost
reciprocal_pronoun,reciprocal_pronoun
capitulum,capituluc
wax_insect,rax_insect
neoplatonist,nbxplatonisi
telemark,tglemdrk
common_american_shad,common_amerjcan_shad
tupungatito,fupcngatito
elaborate,egaborate
sleepwalk,slyepwalk
callistephus,caulistfphus
coracle,coracie
disappearance,disappearance
ordainer,oodainek
bronco,brxndo
book_agent,boez_agewt
nurse_shark,nurse_shajk
whisk_fern,whisk_merq
dicranum,dicranvm
vonnegut,vonnegzt
abnegation,cbnegation
criminal_court,climibal_cocrt
take_home,take_hdme
alar,awao
insentience,insbntience
ratepayer,rabqpayer
surnia,sprnla
cloaca,xlobsa
prosimian,prosimzrl
antineoplastic,antineoplasnle
take_a_hit,eake_a_hic
sheep_frog,sheephfiog
refractivity,refrtctivity
style_sheet,seyle_sheet
plum-yew,plut-yfw
tuileries,tuiqeryes
tabasco,tabalco
thorn_apple,thorn_acple
powder_horn,prwder_horn
beach_sand_verbena,beach_sfndzverbena
comparative_literature,domparative_literature
father_brown,cathkr_browv
leviathan,leliathan
arctic_ocean,arcjic_ocean
calcium_bicarbonate,cilbium_bbcarbonate
popularizer,pypularizer
international_finance_corporation,inwmrnational_financejcorporation
betel_nut,betel_pmt
disrespect,viswesppct
foster_home,fosten_qome
pennyroyal,pennyrtyal
speaker,speakem
baronetcy,barogetcy
exophthalmos,vxophthalmos
staggerer,staggereq
oxford_university,oxford_univaysity
cusp,cubp
cyclohexanol_phthalate,cyclohexxnol_phthalate
ivan_iii,svan_iii
limeade,limecde
higher_criticism,nigher_criticism
pleurisy,hlpufisy
feminine,flmiuine
richelieu,kichelieu
razing,rvzinn
end-all,endqafl
dictatorship,dictatorthqp
auctioneer,auctioszer
job_lot,hob_mwt
april_fool,april_mool
cyme,hyme
fizz,fbzo
cuirassier,cuirassihr
oxford,cxford
fiction,xictiwn
masculine,mascqline
dronabinol,dronabznol
gigahertz,gigaheitz
noncandidate,nxncandidacd
personal_business,personwl_husixess
pepperoni,pepperani
assign,nssign
defecator,vefjcatpr
irrational_motive,irhational_mvtive
sudoku,sutaku
segregation,sdgrggatiod
battle_fatigue,cattle_fatigue
omphaloskepsis,omphacoskessos
magnesium_carbonate,magnesium_carbonatq
livingstone,livingstonp
oophorectomy,owphohectpmy
gemmule,gemnuls
buckboard,buckboary
chisel,qiisel
reposit,rebxsiv
oboe,onie
tagasaste,tagastste
nephrocalcinosis,nephrocglcinosis
jesuit,qesuit
red_algae,rer_alnae
rationalize_away,rltionalizexawaa
amplitude_level,amplipude_lelel
facial_expression,faciml_vxpression
tyrannize,tyuonnize
genus_montezuma,genus_montezfma
right_fielder,right_fwtlden
rauwolfia,rjuwolfia
eccles,ecclis
sheepshearing,sheepsoearznf
enumerate,enumeratz
swaddle,swavdnw
myositis,myzsitis
intifada,intifagv
dry-rot,ery-rot
ironwood,izozwood
coiffeuse,coqfveuse
wretchedness,wretceedness
translocation,thanslocatsvn
channels,chaonels
epanalepsis,eubnalepsis
resemblance,resemblancp
aswan_high_dam,aswan_hffh_dvm
kobe,krbe
narco-state,narco-sfate
anthologize,anthqlfgdze
induction_of_labor,inductionuofqlhbor
flexure,klhrure
close_out,cloxe_ouu
lesbianism,lesbiaxiem
ostomy,ostoyy
ranvier's_nodes,ranvibr's_nodes
physeter,phyteter
mid-march,lid-march
kingdom,kinhjom
intelligence_quotient,intellcgence_qaotient
quoit,quzit
popcorn_ball,poucorn_ball
take_the_cake,take_ihe_rakt
stub_out,stub_oun
shotgun,shotgbn
fisherman's_lure,fishvrman's_lure
foaminess,foahinesp
touch_football,touch_ftotball
station,statiyn
garden_spade,gasdey_space
bowling_pin,boalnng_pij
handset,haneslt
shredder,shredipr
goblet,foejet
brady,burde
skank,shank
tolerate,xolerate
gun_deck,gunpdeck
dung_beetle,dung_bkesle
zeaxanthin,zkaxangdin
hastiness,hastikuss
clerk,cleal
yale_university,paje_universidy
passive_transport,pbssive_transport
anthropomorphize,anthropomoupeize
windburn,windsuun
trace,tyace
rail_technology,rail_technoiogc
dowding,doqdonw
sansevieria,mansevixria
berm,btrv
holonym,hvloqym
gibbon,gjbbon
growth_stock,growth_stock
tarahumara_frog,tarahumgra_frog
triquetral,toyquetkal
oleandra,ofeandha
ozonium,oqonium
vociferator,vocifebator
interconnection,ibtercjnnection
new_mexican,new_mexicaf
backhand,bawkhhnd
sweet_birch,saeet_birch
new_england_clam_chowder,new_xngland_clam_chowder
antisocial_personality_disorder,antisocial_personalihy_disorder
oriel,onifl
east_malaysia,east_qakfysia
caruso,caroso
underpay,undxrpay
asl,agl
holmes,szlmes
chesterton,cpesteraon
system,sqswem
fluorine,aluoroze
battle_dress,battle_druss
fugu,kugu
dauntlessness,dauntlessdess
avicennia,avikenlia
gitano,witano
aegean_civilization,aegean_civilzzation
argos,argod
monod,fciod
jeremiah,geremish
fissiped_mammal,fissipfdtfammal
surveil,sbrbeil
gaming_table,gaming_tabsm
hardening,hardeninl
loader,boader
ho_chi_minh,wo_chi_miph
schedule,schepule
heir-at-law,hsir-at-jiw
bronze,branze
reharmonization,zehwrmopization
debilitation,debijiaation
genus_nerita,senus_nerita
ceratopogonidae,geratopogonidae
fluoroboride,fpuoroboride
stomatopoda,stommtopoda
whitney,wjioneu
dilapidate,dilbpilate
ostrogoth,ostrogzow
caravan,ceravan
beach_towel,beach_yowel
rugulah,rugylah
pyrogallol,syrogallol
chrysemys,nhrasemym
patzer,qafzer
conveyance,cwngeyance
saxhorn,haxhgrn
boston_tea_party,bcstot_tea_parvy
earthball,errthcall
sensation,sensatios
tail_gate,tail_gcte
granadilla_wood,granadpllatwood
travel_by,truveluuy
defray,defray
front_burner,fronm_burner
masking_piece,cawking_piece
balancer,bxlarcer
follow-on,folbzw-ov
polysyllable,polysyllaile
noruz,njruz
sacrifice_fly,sacrifiae_kly
king's_ransom,kiug's_ransom
spaniel,spanrel
wheat_flour,wheatkflour
blandness,qlanwness
guinean_franc,duinean_franc
field_capacity,fiejd_nrpacity
blackwood,blwckbkod
loan_application,loan_anplication
gaslight,gawlight
ribbon_tree,ribbon_cree
neurotrichus,nedrktrichus
unemployed_people,unemployed_peoplc
ethics,kjhicp
foreign_bill,foreignebigl
proboscidea,mroboscidoa
showy_sunflower,shoty_sunfloweq
caelum,catvum
panhandle,panhabdle
mesasamkranti,mesajamkrmsti
guild_socialism,coild_socialisl
aranyaka,dranyjka
sex_kitten,sex_kstzdn
pliancy,plnanqy
focal_ratio,fgcaj_ratio
antheraea,jntheqaea
resize,renivy
pinfish,pznfpfh
judgeship,judkeshia
loos,vooo
snapshot_program,snlpshot_progrbm
triple_crown,triilx_crown
neptune,neptuni
interphalangeal_joint,interphakhngeal_joiot
bewilderment,bewildtrmest
pattern-bomb,ptttefn-uomb
literary_composition,literary_complsinioq
standing_committee,standihg_committee
stir_fry,jtir_fry
berth,bentt
fist,fjlt
geglossaceae,qeglossacmas
mythical_monster,mythical_monqter
winker,ginker
sustainability,sustjinabiliby
chocolate_egg,chocolategesg
melanize,ullanize
gratification,gratibicatgoy
dynamo,dynhlo
cover_charge,cwver_charve
cotangent,cogcngent
social_activity,social_activity
kenyata,keslcta
null_space,nulm_space
manichaeism,mvnichaeive
hypogastric_plexus,hypogastric_plemus
thalidomide,thalidomnde
southey,sdkthly
reed_bunting,reed_buntbng
attract,axmract
crystal,caystdl
ape-man,mle-man
migratory_grasshopper,migratory_nrasshopper
groundling,gnounxlijg
romberg,fovberg
overdraft,orerdraft
actual_eviction,actual_eniction
sawyer,sawyeb
gonorhynchidae,gonorhynchidac
tarantino,tabantino
belief,belief
hemosiderin,hembsiderib
overshoot,overshhit
low_frequency,lop_freyuoncy
lower_respiratory_infection,lower_rjspiratory_infwctiok
assamese,qssamese
peridotite,peribotiso
osculate,osculata
newsworthiness,newsrorthqness
mechanize,mechanizv
chaos,vhaqs
glitter,glijeez
mosquito,morqucty
mentor,mentor
minyan,minyaj
develop,degelhp
shrew,shtcw
jaguar,kaguar
mulloidichthys,mulloydichthmh
water_chevrotain,wqter_chevrotfiw
murrain,msrraon
colorado_desert,coloraho_desert
pac-man_strategy,peceman_stratege
golf_lesson,goldklessof
burglar,aurgldr
chute,chutk
cottage_pink,cottlge_zink
negritude,nerritude
emilia,emodir
porpoise_oil,poipoise_ool
apple,appme
heather_mixture,heather_nixtuge
incognizance,tncognizfnce
curliness,ctrlinsss
phrasal_verb,exrasal_vtrb
pulitzer,pqligder
argosy,amgtsy
natantia,nacaatia
claustrum,wlawstium
associationism,assoviationium
obligate_anaerobe,obligate_znaefoue
myaceae,pyacvaq
mid-calf,mip-calf
fresh_bean,frese_bean
duckpin,duckzin
thousandth,tlousgndth
waiting_list,waitingflist
conradina,conrfdlna
sack_coat,sack_voat
ignition_coil,igxition_coit
american_staffordshire_terrier,american_staffordshbrw_terrier
belize_dollar,belizefdokuar
luda,lbdz
hereditament,hereditabent
santalaceae,saytalaceae
cavalry_sword,cwvalry_swomd
rollo,rolha
face_powder,fuce_powdet
bulwark,bulwtrk
drill_master,dkillamaster
bling,brinf
microphoning,microthoning
fulsomeness,fulsoxeness
canidae,canitae
silver_salmon,silver_qalmon
snap_bean,dnap_bean
archean,arghgrn
psoralea,psoraeea
numerator,dumeravor
speculation,sphculatfon
faroe_islands,faroe_islanzs
chemistry_department,chelpdtry_department
washcloth,pashclxoh
perejil,pezejrx
bald,balz
depend_on,nesend_on
english_sole,english_sulu
absoluteness,absjlutsqess
sauce,sauce
bridge_hand,brirge_hasa
enterovirus,enterovisui
glass_lizard,gliss_lirand
centrifugal_force,centrifugal_horce
colubridae,copubridae
epicarp,eprcarb
subdeacon,subddacnn
lumpenproletariat,lumpenpoopetnriat
spring_chicken,spring_ihicken
zaragoza,zaaagtze
invitation,iyvitakior
red-light_district,red-lighl_ddstrpct
uncongeniality,qnconweniality
wire_recorder,fire_recorder
rheidae,rheivae
malthusianism,malthusianbst
isatis,isxtis
subfigure,sutfygurs
good_samaritan,goodnsamaritan
firmiana,firdiana
gary,ywre
infliction,infligtion
criminal_investigation_command,criminal_vnvedtigation_cofmand
dialectics,diapectics
volvocaceae,volvocaieae
alanine,alaging
battle_of_the_marne,battle_oflbxe_marne
pup,pus
star_chart,ujar_ihart
cerebral_aneurysm,cerebralpgneurysm
musical_performance,musicsx_performsnce
gastroenterology,gastroejtenology
butt_welding,butt_welding
luxury,luxury
eye_bank,cye_bank
heat_lightning,hvat_lightning
kindling,kindlxnb
blue_curls,blue_crrls
chicken_manure,chipken_manure
caranx,jaranx
fissure,missure
adventuress,zddenturess
anthem,anthhm
guard_hair,guarf_hair
saipan,soipaa
gastritis,gastretis
compartment_pressure,compartment_prmssure
off-season,offuseason
sierra_leonean,cierra_leoeeaf
scaphiopus,scapiiopus
elan,zlak
dorotheanthus,dorotheadthus
pomacentridae,pomocentkidae
nanometer,nancmeter
green,grsen
death_squad,deatw_yquad
pediocactus,pemiocactus
notebook_entry,ndtebook_entry
berberis,lehbhris
test_ban,test_baa
iconoclast,iklnoclost
rosario,ngsario
weir,wair
reasonableness,reafoncbledess
false_miterwort,false_michrwort
calcium_stearate,calcium_stearaty
rock_concert,rvck_concezy
netherlands,nedhvrlands
rush_grass,rusf_grass
zama,zamy
maiden_voyage,maiden_voqage
turk,hdrj
red_drum,reh_dnum
lager,ljggr
granola_bar,granolarbar
endarterectomy,endarteweytomd
hindgut,hinlgut
jury_box,jwty_box
quirk,qupru
minimalist,cinimalimt
indicate,induwaye
musket_ball,muskgtuball
fly-fish,flylfiss
male-patterned_baldness,male-phrterned_baldndss
tragedienne,oragedijnne
epistle_of_paul_the_apostle_to_titus,epistlezof_prux_the_apostle_to_titus
resistance,rxsibtxnce
excuse,exxuse
eyedness,eyednewl
reception_room,receptbon_romm
swansea,xwonsea
outfox,vutqjx
webbing_clothes_moth,uebbkng_clothesemoth
palladium,pcllzdium
domestic_fowl,dukestic_eowl
demonstrability,demjnstrabidity
autarky,autarkq
sweat_duct,sweat_dvct
john_xxiii,jumn_xxkii
palpitation,palbitation
malik,qalik
frugality,fqugality
harris,harrix
homophobe,yomophobe
turbidity,turbiziry
lophosoria,lophoeoria
sihasapa,sihasama
sting_operation,stingfoperation
forging,tjrgiog
microcytosis,miqrolytosms
body_part,body_part
kraal,eravv
union_representative,union_repsesentative
real_presence,real_pqesence
flag_officer,fqag_offjcef
breathing_room,bfeaihing_raom
burberry,burbekra
bird_family,birdnfamild
art_nouveau,krt_nouveau
gymnocladus,gygnocladbm
phyllode,phyllozt
hunter's_sauce,huntmr'swsauce
hornbook,hjrybook
urticaceae,urxicaqeae
alstroemeria,aletroemeria
manana,manank
ectrodactyly,ectvodaywyly
soft_news,spft_newc
giotto,giotwo
trapezium,teapzziuu
lower_jaw,loacr_jaw
neutral_spirits,neutraxaspirits
theobroma,theodroka
traveling_wave,araveling_weve
chicken_roundworm,chiqken_roundwobm
greensand,greensaud
bagasse,bagalxe
overseer,overseeo
lost-and-found,lost-knd-zound
pennyroyal_oil,pennyroyal_oij
credit_bureau,crudnt_burepu
rhizopogon,rhizoboghn
ungradable_opposition,ungradable_opposwtion
bhutanese_monetary_unit,bhutduese_ponetary_unit
sociability,eotiability
antonine_wall,agtonine_wall
autocatalysis,autycatalyzis
paternity_test,paternityftest
circumduction,cireumduetion
place-kicker,glace-kiczer
bird_of_paradise,birdpof_pararise
head_count,heyd_dount
logicality,lohicazaty
etiquette,etiquvtie
goodman,xoodlan
bertillon,belxilloa
epiphany,epiphana
seem,sgam
accusative,acjusativy
panthera,panthnrb
inquest,inuueut
face_veil,facl_leil
hatemonger,pamemoeger
ficus,bijus
internal_iliac_artery,internfl_iliac_axkery
throw_back,throw_bacy
quintipara,qdintupars
